0,1
put,"['halides', 'show', 'others', 'women', 'yourselves', 'shirt', 'hypocrisy', 'curtain', 'one', 'seal', 'tongues', 'problem', 'skills', 'steps', 'obstacles', 'end', 'swap', 'way', 'status', 'companies', 'resumes', 'who', 'possessions', 'lives', 'car', 'trip', 'command', 'G', 'cards', 'followers', 'effort', 'people', 'pressure', 'solutions', 'question', 'king', 'jeans', 'sandals', 'feet', 'robbery', 'robberies', 'number', 'building', 'cross', 'students', 'idioms', 'someone', 'lot', 'kids', 'something', 'example', 'times', 'routine', 'chair', 'cuts', 'dog', 'anyone', 'idea', 'soundpost', 'top', 'series', 'room', 'telly', 'events', 'tsar', 'doctor', 'object', 'time', 'hope', 'eternity', 'rules', 'ships', 'breasts', 'farmer', 'children', 'shoes', 'registration', 'rebels', 'roots', 'postcard', 'site', 'food', 'emphasis', 'shortcut', 'folder', 'wire', 'word', 'beauty', 'bag', 'clocks', 'hour', 'writer', 'royals', 'family', 'files', 'pen', 'paper', 'chocolate', 'weight', 'fingertips', 'hand', 'thumb', 'side', 'numbers', 'deposit', 'bat', 'opposition', 'government', 'measures', 'man', 'spunk', 'clothes', 'light', 'condom', 'sign', 'men', 'clients', 'trust', 'foot', 'candle', 'losers', 'damsel', 'piece', 'finger', 'teaching', 'case', 'R', 'Daddy', 'aide', 'everything', 'guy', 'ticket', 'panel', 'academicians', 'ESD', 'flame', 'groundsman', 'runs', 'asuras', 'evidence', 'Nothing', 'rest', 'bucketfuls', 'neck', 'noose', 'politics', 'bit', 'migrants', 'efforts', 'decree', 'boots', 'gift', 'information', 'knowledge', 'buses', 'hands', 'tarpaulins', 'project', 'religion', 'bin', 'face', 'buildings', 'advantages', 'forward', 'finances', 'What', 'prototype', 'couches', 'materials', 'night', 'matches', 'lines', 'experiment', 'system', 'heartbeat', 'fight', 'drops', 'sniff', 'morning', 'keys', 'flesh', 'taxpayers', 'performance', 'stink', 'what', 'grain', 'limit', 'woods', '@', 'Anyone', 'today', 'omission', 'picture', 'life', 'letters', 'video', 'definition', 'ideas', 'program', 'economy', 'society', 'bullet', 'hole', 'flag', 'things', 'thing', 'opportunities', 'banjo', 'points', 'adjectives', 'politicians', 'fires', 'FACE', 'grads', 'Opinion', 'mind', 'work', 'dollars', 'levels', 'bait', 'investments', 'centrifuges', 'name', 'allegation', 'needs', 'failure', 'world', 'types', 'mark', 'comma', 'model', 'floors', 'clinic', 'importance', 'meal', 'People', 'faith', 'groups', 'money', 'nightmares', 'back', 'crates', 'recorder', 'house', 'load', 'differences', 'ashes', 'backs', 'bookings', 'camp', 'members', 'benefit', 'post', 'glue', 'head', 'newspaper', 'journalist', 'penalties', 'row', 'football', 'orchestration', 'judge', 'Nobody', 'kid', 'state', 'youth', 'pedal', 'rags', 'fibro', 'training', 'ceiling', 'camera', 'clap', 'price', 'bowlers', 'strain', 'up', 'fear', 'music', 'costings', 'telephone', 'point', 'layer', 'need', 'statement', 'party', 'downs', 'panels', 'books', 'pieces', 'return', 'conversion', 'resume', 'Storm', 'part', 'spend', 'poet', 'result', 'thanks', 'rain', 'damper', 'prejudices', 'hopes', 'strains', 'guitar', 'study', 'fans', 'rivalry', 'whimpers', 'phone', 'bottom', 'plant', 'fortnight', 'date', 'song', 'empire', 'sweat', 'advice', 'requirement', 'land', 'war', 'economies', 'soul', 'dwarf', 'stuff', 'focus', 'guys', 'names', 'Who', 'mail', 'resident', 'capo', 'bottleneck', 'block', 'frets', 'freezer', 'shortlist', 'initiative', 'application', 'cost', 'reading', 'dad', 'pair', 'strength', 'yin', 'patients', 'development', 'eggs', 'scorer', 'stretch', 'agreement', 'blog', 'premium', 'writing', 'mone', 'bows', 'tree', 'dude', 'games', 'bags', 'hair', 'leeks', 'reasoning', 'Serjeant', 'boot', 'kumunyaradza', 'boffins', 'smile', 'record', 'bath', 'bid', 'friend', 'key', 'cigarettes', '%', 'figures', 'nature', 'goals', 'domain', 'person', 'matters', 'plan']"
bird,['birds']
hindering,['welfare']
alighted,['denizens']
removing,"['anyone', 'veils', 'places', 'items', 'agents', 'obstacle', 'coin', 'name', 'racks', 'fingertip', 'anonymity', 'benefits', 'teeth', 'ticks', 'details', 'legs', 'parts', 'population']"
receding,['ones']
scare,"['boycotts', 'shit', 'investment', 'changes', 'supporters', 'voters', 'choices', 'underclassmen']"
spilt,['blood']
blown,"['group', 'mast', 'balloon', 'spores', 'wind', 'truckload']"
Review,['Product']
yells,['who']
traverse,"['man', 'campus']"
owned,"['code', 'gay', 'venture', 'company', 'creator', 'state', 'government', 'enthusiast', 'Chelsea', 'farmer', 'field', 'plant', 'couple', 'horse', 'stock', 'region', 'slaves', 'investor', 'who', 'text', 'run', 'premises', 'majority', 'insurers', 'centres', 'banks', '@', 'property', 'pair', 'culture', 'place', 'Who', 'Gay', 'Titanic']"
alleged,"['devas', 'who', 'refusal', 'exposure', 'what', 'secretary', 'entities', 'distance', 'feature']"
straining,"['heart', 'relations']"
u'Providing,"[""u'information""]"
blows,"['grenade', 'wind', 'player', 'Tradewind', 'supply']"
ordering,"['agencies', 'changes']"
behaves,['column']
detailing,"['record', 'interests', 'feelings', 'issues', 'lifestyle']"
positing,"['reflection', 'act', 'reality']"
travelled,"['jeep', 'meters', 'parade', 'who', 'fathers', 'location', 'Value', 'Rooms', 'Service', 'person', 'pride', 'people', 'world']"
behaved,"['man', 'people', 'troops']"
adopts,"['play', 'strategy', 'country', 'system', 'approach']"
fouling,"['pollutants', 'river']"
descenced,"['discourse', 'hatefulness']"
stomach,['investors']
aerate,['wort']
theorising,['scenario']
opearte,['government']
unsubscribe,['registration']
asmaan,['zameen']
bother,"['time', 'flops', 'plastic', 'walk', 'things', 'who']"
reacted,"['people', 'metals']"
tortured,"['whom', 'who', 'days', 'daughter', 'IF']"
appealing,"['options', 'campaign']"
orchestrated,"['song', 'wrong']"
misunderstand,"['approach', 'argument']"
collecting,"['stars', 'coins', 'upgrading', 'trophies', 'end', 'residents', 'oil', 'evidence', 'societies', 'water', 'point', 'knowledge', 'dreams', 'smells', 'revenues', 'crates', 'porters', 'years', 'mushroom', 'materials', 'kid', 'opportunities']"
accusing,"['sides', 'critics', 'women']"
trusting,"['geezers', 'angle', 'what', 'LPOC', 'author', 'readers']"
spelled,"['sekkha', 'disaster', 'pedestal']"
reassuring,['hell']
defending,"['companions', 'child', 'acquisitions', 'tracks', 'champions', 'sister', 'argument', 'position', 'end', 'labor', 'island', 'something', 'seat', 'staff', 'budget']"
ponders,['who']
viewed,"['failure', 'rulers', 'extension', 'everything', 'time', 'photos', 'reference', 'What', 'support', 'governments', 'superpower', 'what', 'delays', 'cave', 'people', 'conflict', 'conflicts', 'Anything', 'pawn', 'vote', 'alcohol', 'meeting', 'color', 'women', 'nationalists', 'foreigners', 'sects', 'comment']"
Remember,"['bounties', '-I', 'campaigns', '@', 'tire', 'women', 'ale', 'days', 'day', 'game', 'selection', 'song', 'fund', 'dress', 'episode']"
prohibits,"['syedna', 'money', 'state', 'ads', 'law', 'prosecution', 'mutilation', 'licensing', 'doctors']"
depict,"['information', 'areas']"
lila,['caritamrta']
overthrew,['government']
soak,"['music', '@', 'urine', 'influences', 'moment']"
studying,"['who', 'relationship', 'topic', 'deen', 'accents', 'physiology', 'motion', 'properties', 'restructure', 'contributor', 'narrators', 'fields', 'people', 'connection', 'students', 'plays', 'classics', 'media', 'penny', 'college', 'collaborators', 'laughter']"
decomposing,['rats']
tumbled,['mountains']
demolished,"['mosque', 'authorities', 'studio', 'area', 'floor']"
u'affect,"[""u'visitors""]"
realizes,['business']
embroiled,"['refusal', 'projects']"
asserts,"['rights', 'claim', 'existence', 'theology', 'divinity', 'plot', 'idea', 'approach']"
pitches,"['ball', 'turn', 'play']"
segment,['efforts']
THINK,"['What', 'bastards', 'TEACHERS', 'WHAT']"
instil,"['mindset', 'collection', 'confidence', 'player']"
bred,['breeds']
face,"['side', 'people', 'days', 'challenge', 'enemies', 'errors', 'situation', 'past', 'batsmen', 'majority', 'competition', 'challenges', 'crisis', 'trouble', 'consequences', 'oval', 'voters', 'choice', 'couple', 'charges', 'superiors', 'truth', 'pair', 'markets', 'risk', 'individuals', 'networking', 'events', 'election', 'buyers', 'criticisms', 'bowling', 'Agency', 'institutions', 'costs', 'query', 'penalties', 'problem', 'impact', 'failure', 'risks', 'metro', 'years', 'hurdles', 'entrance', 'sport', 'north', 'gift', 'competitions', 'reality', 'wife', 'company', 'century', 'question', 'demand', 'fact', 'countries', 'set', 'consequence', 'groupings', 'threats', 'temptation', 'protein', 'team', 'future', 'months', 'fury', 'leader', 'losses', 'disruption', 'nations', 'crises', 'image', 'offences', 'fines', 'companies', 'immigrants', 'who', 'obstacles', 'trials', 'leaders', 'year', 'pilots', 'series', 'fight', 'sex', 'levels', 'threat', 'resistance', 'problems', 'shortage']"
ignited,['offense']
brew,"['trouble', 'coffee']"
wounded,"['night', 'people', 'anhu', 'number', 'friend', 'who']"
painting,"['evening', 'calligraphy', 'sense', 'media', 'craig', 'picture', 'plastic', '@']"
overrate,"['dudes', 'way']"
biked,['way']
terminate,"['access', 'contract', 'agreement', 'misery', 'pregnancy', 'algorithm', 'agent', 'Terms', 'com']"
disbanded,['group']
bring,"['anyone', 'cake', 'people', 'wickedness', 'witness', 'someone', 'punishment', 'order', 'hope', 'killer', 'destruction', 'whom', 'father', 'ideologues', 'set', 'adversary', 'cars', 'success', 'group', 'century', 'happiness', 'care', 'reforms', 'results', 'sensations', 'practice', 'insight', 'ruin', 'demerits', 'satisfaction', '@', 'progress', 'realisation', 'knowledge', 'food', 'continuity', 'chairs', 'kids', 'towels', 'sufferings', 'harm', 'solution', 'beings', 'letters', 'life', 'democracy', 'water', 'repellant', 'game', 'memories', 'lot', 'benefits', 'icon', 'one', 'like', 'audiences', 'expresses', 'horse', 'knee', 'issues', 'information', 'students', 'difference', 'something', 'awareness', 'hither', 'class', 'person', 'action', 'documents', 'parties', 'matter', 'everything', 'lord', 'career', 'audience', 'eyes', 'camera', 'case', 'charge', 'province', 'deaths', 'rest', 'surety', 'musicians', 'thing', 'shame', 'bat', 'confidence', 'clarity', 'beer', 'spirit', 'india', 'batsman', 'experience', 'mockery', 'calamities', 'fortune', 'health', 'status', 'qualities', 'money', 'control', 'capability', 'manufacturing', 'years', 'tidings', 'amount', 'gifts', 'suitcase', 'smile', 'babies', 'seniors', 'who', 'warmth', 'cameras', 'developments', 'charity', 'reason', 'features', 'software', 'app', 'Water', 'weakness', 'U', 'what', 'visitors', 'reactions', 'brilliance', 'programs', 'variety', 'torch', 'changes', 'voters', 'time', 'gravitas', 'trouble', 'rush', 'metre', 'bodes', 'revenues', 'citizens', 'end', 'world', 'pressure', 'interest', 'government', 'principles', 'love', 'gear', 'need', 'deficit', 'access', 'science', 'religions', 'candidates', 'home', 'uprisings', 'tyranny', 'change', 'peace', 'nothing', 'fact', 'nurses', 'drinks', 'look', 'urbanites', 'prayers', 'sinners', 'things', 'Food', 'prey', 'clearness', 'monitor', 'communities', 'conflict', 'channels', 'meals', 'selections', 'number', 'reports', 'flow', 'points', 'place', 'kid', 'umbrella', 'wine', 'feeling', 'emotions', 'close', 'team', 'nation', 'desires', 'boards', 'board', 'situations', 'attention', 'price', 'election', 'maggots', 'budget', 'outcomes', 'employee', 'workers', 'butlers', 'rain', 'fronts', 'spell', 'word', 'gun', 'stories', 'models', 'way', 'walk', 'theme', 'equipment', 'lots', 'playboy', 'mag', 'data', 'serotonin', 'book', 'rap', 'value', 'goals', 'greetings', 'girl', 'teaching', 'income', 'page', 'editor', 'code', 'clients', 'luck', 'issue', 'menu', 'image', 'version', 'coach', 'beauty', 'others', 'conservatives', 'topic', 'tears', 'navas', 'production', 'outcome', 'planning', 'process', 'result', 'costs', 'cost', 'spread', 'sport', 'ideas', 'elephant', 'winters', 'temperatures', 'skills', 'talent', 'paper', 'work', 'reporters', 'facts', 'reflection', 'dynamism']"
WANT,"['WHAT', 'PEOPLE']"
centralizes,['cases']
redirect,"['pressures', 'resources', 'hatred', 'users']"
taps,"['driver', 'brakes', 'dude', 'shoulder']"
promote,"['terrorists', 'message', 'game', 'program', 'practice', 'excellence', 'celebrations', 'cooperation', 'business', 'entrepreneurship', 'cricket', 'success', 'harmony', 'energy', 'items', 'will', 'peace', 'understanding', 'inclusion', 'exchange', 'prosperity', 'government', 'rule', 'programs', 'trade', 'interaction', 'religion', 'breakfast', 'democracy', 'healing', 'lifestyles', 'safety', 'being', 'makers', 'use', 'company', 'move', 'prospects', 'function', 'services', 'enterprise', 'product', 'service']"
scllaberate,['others']
hops,['bittering']
knoooow,['answer']
quickened,['breathing']
entangling,"['peace', 'alliances']"
softens,"['top', 'winter', 'grip']"
planted,"['trees', 'who', 'year', 'plants', 'seed', 'seeds', 'day', 'wind', 'feet', 'group', 'bomb', 'pain', 'roots']"
tape,['legs']
replenishing,['wastage']
sensitises,['people']
riding,"['waves', 'activities', 'racehorses', 'horse', 'motorcycle', 'nuke', 'range', 'wave', 'moon', 'bicycle', 'boards', 'horseback', 'ocean', 'bareback', 'horses', 'weather']"
hope,"['who', 'time', 'daft', 'What', 'annyhitg', 'activist', 'what', 'level', 'one', 'change', 'dieter', 'covering', 'pans', '@', 'gateway', 'run', 'sanctions', 'day', 'Authorities', 'gnaws', 'something', 'Lets']"
meant,"['job', 'fact', 'rate', 'what', 'What', 'help', 'difference', 'way', 'confines', 'none', 'difficulty', 'elevation', 'shells', 'courage', 'retirement', 'shift', 'preference', 'plays', 'space', 'months', 'armies', 'levels', 'balls', 'food', 'nature', 'world', 'bodies', 'mother', 'net', 'movement', 'numbers', '@', 'names', 'guys', 'fabric', 'plan', 'pace', 'ministry', 'compromise', 'relativity', 'everything', 'papers', 'spirit', 'process', 'set', 'umpiring', 'leadership', 'muscles', 'democracy', 'TimB', 'idea', 'post', 'dispensation', 'products', 'changes', 'classic', 'fathers', 'caliber', 'anyone', 'surrender', 'disgrace', 'election', 'twins', 'lot', 'zen', 'habit', 'character', 'comment', 'experience', 'site', 'collapse', 'injury', 'battle', 'nothing']"
Spanning,['years']
handle,"['child', 'things', 'task', 'remittances', 'sale', 'problems', 'spin', 'who', 'skeleton', 'dying', 'None', 'love', 'packets', 'control', 'engines', 'millions', 'parser', 'array', 'queries', 'amount', 'system', 'individuals', 'conference', 'policy', 'affairs', 'situations', 'east', 'democracy', 'hundreds', 'blocks', 'progress', 'eggs', 'parts', 'components', 'weapon', 'weapons', 'criticism', 'files', 'players', 'aspects', 'truth', 'information', 'situation', 'documents', 'setting']"
listened,"['Everyone', 'who', 'advice', 'people', 'marriage']"
means,"['shirt', 'master', 'friendship', 'way', 'performance', 'rate', 'what', 'annihilation', 'person', 'meditation', 'nusaya', 'desire', 'practice', 'contemplation', 'nothing', 'middle', 'misbehaviour', 'acts', 'Morality', 'observance', 'pretence', 'needs', 'cravings', 'accomplishment', 'wit', 'What', 'word', 'action', 'cancer', 'pizza', 'day', 'mistake', 'Freedom', 'powers', 'information', 'whole', 'trademarks', 'equation', 'something', 'biopsy', 'writing', 'value', 'network', 'battle', 'dock', 'infarction', 'muscle', 'restriction', 'record', 'place', 'hours', 't', 'cycle', 'minerals', 'water', 'alia', 'review', 'fades', 'realization', 'control', 'religion', 'realisation', 'issues', 'plate', 'term', 'transferring', 'law', 'alot', 'benefit', '@', 'diligence', 'subjects', 'submission', 'lord', 'lettres', 'derivative', 'migration', 'opportunity', 'supply', 'price', 'stop', 'thing', 'balance', 'ways', 'course', 'margin', 'littelery', 'egyption', 'war', 'everything', 'name', 'smells', 'spheroid', 'oblate', 'circumstances', 'halal', 'breakfast', 'weather', 'assessment', 'kind', 'understanding', 'group', 'supping', 'mountain', 'top', 'ngare', 'hill', 'kilema', 'kilelema', 'personality', 'sea', 'friends', 'laughter', 'sheath', 'knowledge', 'today', 'democracy', 'CRAP', 'shit', 'diagnosis', 'fracture', 'injury', 'departure', 'activity', 'go', 'times', 'treasure', 'content', 'trimester', 'period', 'fact', 'song', 'management', 'line', 'ability', 'cost', 'taxes', 'devotee', 'presence', 'Acknowledgement', 'eg', 'leverage', 'ball', 'lingo', 'weekend', 'time', 'trip', 'ramen', 'movement', 'weight', 'fall', 'progress', 'world', 'shrinks', 'curriculum', 'sacrifice', 'consent', 'folks', 'abbreviation', 'shark', 'opposite', 'yield', 'structure', 'income', 'phrase', 'straitjacket', 'headstart', 'nation', 'provider', 'number', 'priority', 'feeling', 'cataloging']"
Keep,"['work', 'eyes', 'copy', 'information', 'leg', 'things', 'icons', 'humidity', 'bit', 'tryin', 'politics', 'keeping', 'copies', 'eggs', 'eye', 'row', 'shaving', 'Doors', 'ability', 'food', 'fridge', 'door', 'player', 'team', 'cat', 'cot']"
wiggle,['toes']
exchanges,"['someone', 'bond']"
LED,['DESIGN']
shaping,"['fabric', 'product', 'affairs', 'today', 'ideas', 'team']"
smash,"['cabinet', 'shelves', 'anyone']"
comprising,"['Exceptions', 'voices']"
summon,"['energy', 'who', 'presuppositions', 'will', 'tune', 'words', 'personnel']"
vying,['show']
stuff,"['peg', 'mattress', 'things']"
taxed,"['amount', 'money']"
rein,"['inflation', 'spending']"
favoring,"['hairstyles', 'manufacturers']"
withstand,"['onslaughts', 'call', 'kind', 'tests', 'test', 'default', 'periods', 'temperature', 'pestilence']"
heartburn,['wind']
charting,"['success', 'route']"
slanted,['cut']
LISTING,['WEBSITE']
honed,['skills']
u'discharging,"[""u'waste""]"
packed,"['action', 'jam', 'office', 'tour', 'aunt', 'something', 'tent', 'things', 'thoughts', 'books', 'train']"
interacting,['organisms']
insulting,"['believer', 'swath', 'work', 'things', 'comments', 'views']"
unravel,"['strings', 'hold']"
smelled,"['DISGUSTING', 'hairsprays']"
email,"['resume', 'ideas', 'link', 'someone']"
PM,['people']
ends,"['hope', 'fellowship', 'narration', 'vaivarta', 'fighting', 'war', 'interview', 'Childhood', 'experiment', 't', 'innings', 'game', 'contract', 'Penny', 'who', 'role', 'season', 'runway', 'boom', 'Trip', 'solo', 'shift', 'term', 'conversion', 'specifier', 'program', 'sessions']"
Developing,"['plan', 'parser', 'index', 'service', 'energy']"
negotiated,"['deal', 'paper', 'response', 'participation', 'state', '@', 'second']"
refuting,['remarks']
afridi,['mans']
staring,"['problem', 'thinking', 'what']"
figured,"['who', 'voters', 'body', 'race', 'way', 'cause']"
drum,"['war', 'business', 'audience', 'support']"
invited,"['monks', 'readers', 'who', 'Companies', 'individuals', 'team', 'friend', 'states', 'directors', 'period', 'scrutiny', 'players', 'week', 'artists', 'members', 'people', 'public', 'representative', 'women', 'men', 'guests', 'relatives', 'comments', 'spirits', 'singers', 'mother', 'highlight', 'Anyone', 'opportunity', 'student', 'government', 'developers']"
ramp,"['capacity', 'scandal']"
figures,['opposition']
trumps,['need']
invites,"['investigation', 'methodology', 'search', 'race', 'historians', 'users', 'lot', 'space', 'feeling', 'rockers']"
adjusted,"['treatment', 'Risk', 'fees', 'claims', 'spelling', 'composition', 'taxes', 'schedule', 'Players', 'risk', 'space', 'value', 'tours']"
co,"['Parents', 'religion']"
cm,['-3']
conclude,"['section', 'affair', 'what', 'proceedings', 'people', 'anything', 'evening', 'regions', 'reviews', 'issue']"
authorised,"['who', 'use', 'website', 'action']"
ca,"['bhe', 'who', 'humor']"
allocates,"['seat', 'stock', 'thread', 'resources']"
Stayed,['Value']
typify,['problem']
indict,['team']
crafted,"['@', 'situation']"
blitzed,['field']
allocated,"['funds', 'address', 'day', 'ticket', 'Points', 'time', 'car']"
reexamine,['inequalities']
Get,"['water', 'baffle', 'bastard', 'piece', 'life', '@queenvicmirror', '@', 'tips', 'art', 'weekend', 'toothbrush', 'months', 'newsletter', 'Latinos', 'caps', 'clue', 'emo', 'captain', 'ship', 'labotomy', 'head', 'house', 'lead', 'thinking', 'Boost', 'everyone', 'grip', 'man', 'Children', 'job', 'counter', 'protest', 'wax']"
dazzling,['day']
backdating,['options']
drank,"['night', 'coffee', 'slab', 'grandmother', 'glasses', 'glass', 'youths']"
hawking,"['book', 'people']"
frighten,['world']
compensating,"['losers', 'player']"
utilizing,"['factors', 'use', 'plan', 'loans', 'pinion', 'technology', 'animal']"
